#,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
740,Rowan Wick,SFG,0,0,0,1,0,1,8.75,3.46,1.02,0.301,72.70%,44.10%,3.99,3.94,0
741,Anthony Bass,,0,0,0,1,0,1,8.46,3.34,1.21,0.295,73.40%,39.90%,4.14,4.22,0
742,Kyle Amendt,ARI,0,0,0,1,0,1,9.39,4.35,1.01,0.299,73.20%,41.20%,4.07,4.06,0
743,Elvis Peguero,BAL,0,0,0,1,0,1,7.68,4.12,0.91,0.306,72.10%,51.30%,4.18,4.25,0
744,Bryan Hoeing,SDP,0,0,0,1,0,1,7.69,2.94,1.11,0.3,72.80%,46.40%,4.04,4.1,0
745,Taylor Rashi,ARI,0,0,0,1,0,1,8.33,3.75,1.02,0.302,72.30%,44.00%,4.16,4.11,0
746,Eric Loomis,TEX,0,0,0,1,0,1,9.21,4.27,1.12,0.295,73.10%,41.10%,4.19,4.3,0
747,Garrett Richards,,0,0,0,1,0,1,7.54,3.19,1.1,0.299,72.20%,45.30%,4.16,4.24,0
748,Yunior Marte,CIN,1,1,0,16,0,16,7.68,3.79,1.22,0.301,71.70%,47.00%,4.53,4.61,0
749,J.C. Mejía,,0,0,0,1,0,1,8.44,3.68,1.12,0.297,72.90%,44.80%,4.14,4.24,0
750,Matt Bowman,MIN,0,0,0,1,0,1,7.16,3.23,1.18,0.302,70.90%,43.20%,4.52,4.46,0
751,Easton McGee,MIL,2,2,0,34,0,34,7.29,2.97,1.16,0.296,72.10%,45.20%,4.19,4.3,0
752,Nick Duron,,0,0,0,1,0,1,9.03,4.29,1.09,0.295,73.40%,41.80%,4.14,4.24,0
753,Matt Jachec,CLE,0,0,0,1,0,1,7.63,3.38,1.04,0.302,72.30%,48.40%,4.12,4.18,0
754,Jhon Romero,,0,0,0,1,0,1,8.13,3.66,1.08,0.299,72.40%,44.50%,4.19,4.24,0
755,Erik Swanson,,0,0,0,1,0,1,8.27,3.44,1.31,0.291,72.50%,37.50%,4.37,4.44,0
756,Nic Enright,TOR,0,0,0,1,0,1,8.69,3.41,1.29,0.287,73.10%,36.40%,4.21,4.32,0
757,Angel Perdomo,LAA,0,0,0,1,0,1,9.62,4.3,1.17,0.292,74.60%,39.10%,4.04,4.26,0
758,Robinson Piña,,0,0,0,1,0,1,7.31,2.54,1.13,0.298,71.80%,45.10%,4.08,4.15,0
759,Micah Ashman,BAL,0,0,0,1,0,1,8.42,3.51,1.16,0.3,73.50%,42.70%,4.12,4.23,0
760,Burch Smith,DET,0,0,0,1,0,1,7.82,3.1,1.16,0.295,71.90%,40.20%,4.23,4.22,0
761,Brian Metoyer,NYM,0,0,0,1,0,1,9.07,4.19,1.06,0.29,73.90%,42.30%,3.97,4.19,0
762,Thomas Pannone,MIL,0,0,0,1,0,1,7.09,2.3,1.26,0.292,72.90%,41.80%,4.07,4.25,0
763,Luis González,,0,0,0,1,0,1,8.14,3.18,1.21,0.292,73.50%,39.40%,4.08,4.25,0
764,Bryan Mata,,0,0,0,1,0,1,8.11,4.09,0.96,0.3,72.60%,48.60%,4.09,4.25,0
765,Anthony DeSclafani,,0,0,0,1,0,1,7.83,2.56,1.3,0.295,71.80%,40.40%,4.27,4.26,0
766,José Lopez,,0,0,0,1,0,1,8.6,3.98,1.1,0.296,73.80%,41.60%,4.08,4.26,0
767,Aaron Loup,,0,0,0,1,0,1,7.58,3.51,1.03,0.301,72.80%,45.40%,4.09,4.26,0
768,Kenny Rosenberg,,0,0,0,1,0,1,7.74,2.91,1.22,0.295,73.10%,40.40%,4.12,4.26,0
769,Carson Fulmer,PIT,0,0,0,1,0,1,7.53,3.45,1.14,0.301,71.90%,42.00%,4.36,4.38,0
770,Luis Ortiz,,0,0,0,1,0,1,7.45,3.13,1.1,0.299,71.90%,45.20%,4.19,4.26,0
771,Jonathan Hernández,PHI,0,0,0,1,0,1,8.22,4.36,1.02,0.298,73.20%,48.20%,4.15,4.37,0
772,Rico Garcia,BAL,3,3,0,56,0,56,8.99,3.67,1.35,0.291,73.30%,37.00%,4.31,4.41,0
773,Ken Giles,,0,0,0,1,0,1,9.51,4.09,1.05,0.288,74.40%,41.30%,3.83,4.03,0
774,Jake Bloss,TOR,1,1,0,16,0,16,7.99,3.24,1.29,0.289,72.40%,39.40%,4.31,4.4,0
775,Sauryn Lao,,0,0,0,1,0,1,7.63,2.81,1.2,0.293,72.30%,42.20%,4.15,4.25,0
776,Johan Simon,DET,0,0,0,1,0,1,7.22,3.89,0.89,0.3,73.20%,49.70%,3.98,4.24,0
777,Michael Byrne,,0,0,0,1,0,1,7.75,3.36,1.12,0.298,72.30%,44.80%,4.19,4.27,0
778,Keone Kela,,0,0,0,1,0,1,8.89,3.78,1.18,0.291,73.50%,39.90%,4.1,4.24,0
779,Cody Poteet,,0,0,0,1,0,1,8.1,3.14,1.17,0.297,73.00%,41.90%,4.08,4.17,0
780,José Ruiz,,0,0,0,1,0,1,8.35,3.34,1.15,0.296,72.90%,42.90%,4.1,4.18,0
781,Daniel Robert,PHI,0,0,0,1,0,1,8.35,3.6,1.3,0.287,72.80%,38.90%,4.31,4.5,0
782,Coleman Huntley III,,0,0,0,1,0,1,7.81,3.38,1.13,0.299,72.20%,44.00%,4.23,4.28,0
783,Gerson Garabito,MIL,0,0,0,1,0,1,8.46,3.48,1.1,0.298,72.60%,44.50%,4.1,4.18,0
784,David Buchanan,,0,0,0,1,0,1,5.51,2.41,1.01,0.308,70.80%,52.20%,4.26,4.29,0
785,Joe Record,,0,0,0,1,0,1,7.55,3.78,1.06,0.299,72.20%,47.40%,4.25,4.36,0
786,José Quijada,,0,0,0,1,0,1,9.82,4.4,1.13,0.287,74.80%,36.20%,3.95,4.19,0
787,Jake Diekman,,0,0,0,1,0,1,9.95,5.07,1.05,0.293,74.60%,40.90%,4.03,4.29,0
788,Sam Clay,,0,0,0,1,0,1,7.39,3.85,0.94,0.302,73.00%,49.70%,4.04,4.29,0
789,Fernando Abad,,0,0,0,1,0,1,7.31,3.04,1.32,0.313,70.60%,42.80%,4.76,4.54,0
790,Reiss Knehr,,0,0,0,1,0,1,8.37,3.36,1.22,0.295,72.20%,39.70%,4.27,4.29,0
791,Cam Alldred,,0,0,0,1,0,1,7.4,3.4,1.06,0.3,72.60%,43.80%,4.16,4.27,0
792,José Rodríguez,LAD,0,0,0,1,0,1,9.1,4.04,1.3,0.291,73.40%,39.90%,4.31,4.47,0
793,Garrett McDaniels,LAD,0,0,0,1,0,1,7.72,4.28,0.96,0.303,73.50%,51.90%,4.08,4.37,0
794,Daniel Castano,,0,0,0,1,0,1,6.77,2.73,1.13,0.301,72.20%,45.70%,4.17,4.3,0
795,Dugan Darnell,DET,0,0,0,1,0,1,7.96,3.52,1.11,0.295,72.20%,42.20%,4.2,4.25,0
796,Charlie Beilenson,SEA,0,0,0,1,0,1,8.05,3.08,1.09,0.291,73.50%,44.00%,3.88,4.07,0
797,Michael Rucker,SEA,0,0,0,1,0,1,8.24,3.16,1.11,0.291,73.70%,43.80%,3.88,4.07,0
798,Wily Peralta,,0,0,0,1,0,1,7.59,3.49,1.08,0.292,72.70%,43.50%,4.11,4.28,0
799,Brandon Waddell,NYM,0,0,0,1,0,1,7.22,2.6,1.12,0.292,73.10%,44.20%,3.92,4.17,0
800,Dylan Tebrake,WSN,0,0,0,1,0,1,8.48,4.05,1.13,0.294,73.00%,41.30%,4.22,4.35,0
801,Drew VerHagen,,0,0,0,1,0,1,7.5,3.02,1.16,0.301,71.50%,44.20%,4.31,4.3,0
802,Dillon Tate,,0,0,0,1,0,1,7.07,3.52,1.06,0.302,71.40%,47.60%,4.33,4.43,0
803,Kyle Dowdy,,0,0,0,1,0,1,8.08,3.69,1.12,0.299,72.40%,43.50%,4.25,4.31,0
804,Colten Brewer,,0,0,0,1,0,1,8.2,3.79,1.1,0.296,72.40%,43.60%,4.22,4.31,0
805,Thomas Hatch,ARI,0,0,0,1,0,1,7.04,2.99,1.02,0.309,70.80%,47.90%,4.3,4.17,0
806,Alex Cook,TBR,0,0,0,1,0,1,8.2,3.6,1.22,0.292,72.70%,40.10%,4.27,4.38,0
807,Jackson Stephens,,0,0,0,1,0,1,7.3,3.04,1.14,0.296,71.90%,44.30%,4.2,4.31,0
808,Spencer Turnbull,,0,0,0,1,0,1,7.43,3.44,1.14,0.298,71.20%,44.70%,4.39,4.44,0
809,Michael Tonkin,MIN,0,0,0,1,0,1,8.22,3.27,1.19,0.3,71.00%,39.30%,4.41,4.3,0
810,Thyago Vieira,,0,0,0,1,0,1,9.1,4.16,1.16,0.294,73.40%,39.60%,4.19,4.31,0
811,Ian Gibaut,,0,0,0,1,0,1,7.7,3.46,1.26,0.294,71.80%,38.80%,4.45,4.52,0
812,Tyson Neighbors,BAL,1,1,0,12,0,12,8.98,3.97,1.22,0.296,72.90%,40.00%,4.31,4.37,0
813,Ricky Vanasco,DET,0,0,0,1,0,1,8.54,4.4,1.01,0.295,73.10%,43.60%,4.14,4.29,0
814,Drew Carlton,,0,0,0,1,0,1,7.73,3.11,1.21,0.297,72.00%,41.60%,4.28,4.32,0
815,Parker Mushinski,COL,0,0,0,1,0,1,8.08,4.11,1,0.298,73.40%,46.70%,4.06,4.32,0
816,César Valdez,,0,0,0,1,0,1,6.03,2.39,1.2,0.306,70.90%,48.60%,4.42,4.43,0
817,Trevor Kuncl,CIN,0,0,0,1,0,1,7.95,3.69,1.27,0.298,72.40%,44.60%,4.43,4.54,0
818,Tommy Eveld,,0,0,0,1,0,1,7.84,3.22,1.2,0.295,72.30%,41.40%,4.25,4.32,0
819,Max Kranick,,0,0,0,1,0,1,7.3,2.83,1.34,0.289,72.50%,37.40%,4.32,4.5,0
820,Matt Sauer,,0,0,0,1,0,1,7.53,2.97,1.25,0.293,71.90%,41.30%,4.31,4.4,0
821,Roenis Elías,,0,0,0,1,0,1,6.92,2.64,1.19,0.301,71.80%,43.00%,4.28,4.33,0
822,Shinnosuke Ogasawara,WSN,0,0,0,6,0,6,6.47,2.32,1.22,0.299,72.30%,43.40%,4.2,4.34,0
823,Josh Winder,,0,0,0,1,0,1,7.58,3.01,1.2,0.297,71.60%,41.70%,4.32,4.33,0
824,Yerry Rodríguez,NYY,0,0,0,1,0,1,9.13,4.08,1.23,0.287,74.20%,39.40%,4.13,4.36,0
825,Kevin Herget,NYM,0,0,0,1,0,1,7.51,2.83,1.28,0.285,72.80%,38.30%,4.15,4.38,0
826,Matt Carasiti,,0,0,0,1,0,1,7.8,3.91,1.04,0.3,72.40%,46.90%,4.21,4.33,0
827,Emmanuel Ramirez,,0,0,0,1,0,1,8.41,3.7,1.19,0.296,72.50%,40.50%,4.28,4.33,0
828,Wilking Rodríguez,,0,0,0,1,0,1,9.03,4.5,1.12,0.29,74.20%,42.70%,4.1,4.37,0
829,Casey Sadler,,0,0,0,1,0,1,7.32,3.25,1.12,0.298,71.90%,45.20%,4.25,4.33,0
830,Scott Effross,DET,1,1,0,11,0,11,6.17,3.04,1.02,0.301,71.40%,48.70%,4.27,4.36,0
831,Nate Garkow,TOR,0,0,0,1,0,1,9.22,4.15,1.22,0.285,73.70%,37.20%,4.17,4.35,0
832,Jandel Gustave,,0,0,0,1,0,1,7.94,3.58,1.14,0.299,72.20%,43.40%,4.28,4.34,0
833,Scott McGough,,0,0,0,1,0,1,7.89,3.66,1.24,0.295,72.50%,42.30%,4.39,4.51,0
834,Yency Almonte,LAD,0,0,0,1,0,1,8.54,3.86,1.27,0.294,72.70%,41.80%,4.36,4.51,0
835,Lyon Richardson,CIN,0,0,0,1,0,1,8.16,4.07,1.14,0.3,72.90%,47.60%,4.3,4.46,0
836,Austin Pope,ATL,0,0,0,1,0,1,8.22,3.46,1.09,0.302,72.60%,45.00%,4.14,4.14,0
837,John McMillon,PHI,0,0,0,1,0,1,9.38,4.78,1.17,0.289,73.80%,40.10%,4.24,4.46,0
838,Janser Lara,TEX,0,0,0,1,0,1,8.45,3.56,1.27,0.295,72.40%,38.60%,4.37,4.41,0
839,Nigel Belgrave,MIA,0,0,0,1,0,1,8.36,4.27,1.02,0.297,72.50%,45.20%,4.2,4.33,0
840,Al Pesto,,0,0,0,1,0,1,7.97,3.4,1.2,0.294,72.30%,41.70%,4.27,4.36,0
841,Darren McCaughan,CIN,0,0,0,1,0,1,7.47,2.39,1.62,0.29,71.50%,37.00%,4.67,4.76,0
842,Brady Choban,LAA,0,0,0,1,0,1,6.47,3.51,1.01,0.306,71.50%,52.20%,4.34,4.47,0
843,Mike Baumann,NYM,0,0,0,1,0,1,8.78,4.13,1.11,0.291,73.60%,40.70%,4.1,4.29,0
844,Konnor Pilkington,DET,0,0,0,1,0,1,8.76,4.29,1.05,0.292,74.30%,41.10%,3.99,4.27,0
845,Jorge López,,0,0,0,1,0,1,7.68,3.36,1.06,0.303,71.90%,47.40%,4.2,4.25,0
846,Luke Jackson,,0,0,0,1,0,1,8.25,4.14,1.04,0.301,72.30%,45.90%,4.26,4.31,0
847,Zach McAllister,,0,0,0,1,0,1,8.24,3.25,1.27,0.294,72.10%,38.60%,4.32,4.35,0
848,Roansy Contreras,,0,0,0,1,0,1,7.33,3.08,1.32,0.293,71.80%,39.50%,4.46,4.55,0
849,Kenta Maeda,,0,0,0,1,0,1,7.8,2.62,1.28,0.294,72.00%,40.50%,4.22,4.25,0
850,Francisco Pérez,ATH,0,0,0,1,0,1,8.08,4.12,1.15,0.296,73.10%,42.00%,4.29,4.49,0
851,Hector Perez,,0,0,0,1,0,1,8.51,3.95,1.14,0.294,72.70%,41.50%,4.24,4.36,0
852,Zach McCambley,MIA,0,0,0,1,0,1,8.28,4.09,1.07,0.297,72.50%,43.80%,4.23,4.34,0
853,Lucas Luetge,,0,0,0,1,0,1,7.45,3.18,1.17,0.293,72.60%,41.00%,4.21,4.36,0
854,Dylan Floro,,0,0,0,1,0,1,6.66,3.01,1.11,0.304,71.00%,46.20%,4.41,4.36,0
855,Patrick Murphy,,0,0,0,1,0,1,7.71,3.97,1.03,0.3,72.90%,45.90%,4.17,4.35,0
856,Kyle Funkhouser,,0,0,0,1,0,1,7.83,3.67,1.11,0.296,72.30%,44.10%,4.25,4.37,0
857,Jeremy Wu-Yelland,BOS,0,0,0,1,0,1,8.43,4.23,1.1,0.301,72.60%,42.70%,4.32,4.41,0
858,Steve Cishek,,0,0,0,1,0,1,8.12,3.59,1.14,0.296,72.10%,42.50%,4.27,4.37,0
859,Raymond Burgos,,0,0,0,1,0,1,7.01,3.42,1.04,0.3,72.60%,47.20%,4.15,4.37,0
860,Hayden Seig,LAA,0,0,0,1,0,1,6.88,3.36,1.13,0.304,71.50%,48.20%,4.42,4.49,0
861,Tommy Henry,ARI,0,0,0,1,0,1,8.09,2.92,1.15,0.298,73.00%,40.40%,4.04,4.09,0
862,Austin Adams,,0,0,0,1,0,1,9.15,4.17,1.15,0.291,72.30%,38.00%,4.27,4.37,0
863,Tristan Stevens,MIA,0,0,0,1,0,1,6.51,2.99,1.07,0.301,71.30%,48.00%,4.28,4.36,0
864,Naoyuki Uwasawa,,0,0,0,1,0,1,6.86,2.53,1.24,0.302,70.90%,43.20%,4.43,4.38,0
865,Josh Maciejewski,,0,0,0,1,0,1,6.93,3.3,1.08,0.297,72.80%,46.20%,4.15,4.38,0
866,Kevin Gowdy,,0,0,0,1,0,1,6.8,3.79,0.93,0.301,72.00%,52.60%,4.18,4.39,0
867,Cody Morris,,0,0,0,1,0,1,8.75,4.28,1.13,0.294,73.00%,41.30%,4.25,4.38,0
868,T.J. Fondtain,TBR,0,0,0,1,0,1,8,3.48,1.26,0.288,73.30%,38.10%,4.22,4.46,0
869,Ryan Hendrix,,0,0,0,1,0,1,8.6,4.31,1.07,0.299,72.50%,44.10%,4.27,4.38,0
870,Andrew Saalfrank,ARI,0,0,0,1,0,1,7.89,4.37,0.88,0.307,72.70%,48.20%,4.14,4.21,0
871,Mike Vasil,CHW,0,0,0,1,0,1,7.32,3.48,1.17,0.295,71.70%,45.00%,4.37,4.52,0
872,Jay Jackson,,0,0,0,1,0,1,8.33,3.06,1.36,0.289,72.50%,36.10%,4.33,4.38,0
873,Humberto Castellanos,,0,0,0,1,0,1,7.79,2.85,1.32,0.291,72.00%,37.60%,4.32,4.38,0
874,Kyle Nelson,,0,0,0,1,0,1,7.73,3.6,1.28,0.291,72.80%,38.60%,4.38,4.59,0
875,Pat Gallagher,TOR,0,0,0,1,0,1,7.1,3.2,1.14,0.295,72.00%,45.90%,4.26,4.4,0
876,Angel Chivilli,NYY,1,1,0,26,0,26,8,3.4,1.22,0.29,73.00%,43.80%,4.18,4.41,0
877,Ian Krol,,0,0,0,1,0,1,7.86,3.89,1.08,0.297,73.00%,42.30%,4.2,4.36,0
878,Mark Washington,,0,0,0,1,0,1,7.65,3.58,1.12,0.299,72.00%,44.50%,4.31,4.39,0
879,José Rodríguez,,0,0,0,1,0,1,6.89,3.09,1.14,0.299,71.60%,45.80%,4.31,4.39,0
880,Riley Pint,,0,0,0,1,0,1,9.24,5.37,1.09,0.316,71.20%,46.10%,4.8,4.65,0
881,Sean Reid-Foley,ATL,0,0,0,1,0,1,9.29,4.97,1,0.302,73.10%,44.80%,4.25,4.29,0
882,Alex Young,CIN,0,0,0,1,0,1,7.48,3.54,1.28,0.298,72.90%,44.90%,4.41,4.62,0
883,Jackson Rees,,0,0,0,1,0,1,8.42,4.39,1.07,0.298,72.80%,44.10%,4.28,4.4,0
884,Ryan Lobus,TEX,0,0,0,1,0,1,8.3,3.36,1.31,0.29,72.20%,38.40%,4.36,4.47,0
885,Will Johnston,ATH,0,0,0,1,0,1,8.19,4.23,1.18,0.295,73.10%,42.30%,4.34,4.54,0
886,Zack Burdi,,0,0,0,1,0,1,8.44,3.71,1.24,0.294,72.50%,38.50%,4.35,4.4,0
887,Phil Fox,CHW,0,0,0,1,0,1,8.15,3.44,1.38,0.29,72.80%,37.00%,4.43,4.59,0
888,Brendan White,SEA,0,0,0,1,0,1,7.91,3.59,1,0.294,72.90%,47.70%,3.96,4.17,0
889,Craig Stammen,,0,0,0,1,0,1,7.19,2.9,1.21,0.3,71.50%,45.40%,4.35,4.37,0
890,Caleb Boushley,,0,0,0,1,0,1,6.56,2.31,1.31,0.295,71.40%,42.00%,4.38,4.44,0
891,Scott Alexander,SFG,0,0,0,1,0,1,6.77,3.13,0.86,0.307,72.50%,52.40%,3.93,4.04,0
892,Peter Lambert,,0,0,0,1,0,1,8.21,3.46,1.28,0.299,72.30%,41.40%,4.41,4.42,0
893,Clayton Andrews,,0,0,0,1,0,1,8.68,4.37,1.15,0.289,74.70%,42.50%,4.08,4.45,0
894,Reggie Crawford,SFG,0,0,0,1,0,1,9.04,4,1.04,0.295,73.60%,41.30%,4,4.12,0
895,Dom Hamel,NYY,0,0,0,1,0,1,8.25,2.99,1.32,0.285,73.50%,38.70%,4.13,4.35,0
896,Luke Bard,,0,0,0,1,0,1,7.71,3.47,1.16,0.298,71.50%,42.80%,4.38,4.41,0
897,Dinelson Lamet,,0,0,0,1,0,1,8.18,3.87,1.17,0.294,72.40%,41.90%,4.31,4.42,0
898,Raul Brito,MIN,0,0,0,1,0,1,8.15,4.11,1.1,0.302,71.70%,43.00%,4.44,4.44,0
899,Spencer Howard,,0,0,0,1,0,1,7.96,3.11,1.32,0.295,72.00%,39.30%,4.4,4.42,0
900,Paul Fry,,0,0,0,1,0,1,6.76,3.83,0.83,0.312,71.90%,52.70%,4.18,4.24,0
901,Mauricio Llovera,,0,0,0,1,0,1,7.74,3.45,1.19,0.297,71.80%,42.60%,4.36,4.42,0
902,Alex Faedo,,0,0,0,1,0,1,8.44,3.43,1.32,0.291,72.60%,37.20%,4.36,4.42,0
903,Dominic Leone,,0,0,0,1,0,1,8.49,4.01,1.2,0.296,72.60%,40.60%,4.36,4.42,0
904,Kelvin Cáceres,LAA,0,0,0,1,0,1,8.49,4.64,1.1,0.301,72.50%,45.10%,4.41,4.54,0
905,Jesse Biddle,,0,0,0,1,0,1,7.94,4.46,0.97,0.302,73.00%,47.70%,4.19,4.42,0
906,Miguel Díaz,,0,0,0,1,0,1,7.84,3.7,1.16,0.295,72.40%,43.10%,4.29,4.42,0
907,Jarlín García,,0,0,0,1,0,1,8.01,3.18,1.31,0.292,73.00%,37.00%,4.3,4.42,0
908,Phillips Valdez,,0,0,0,1,0,1,6.55,3.52,1,0.31,70.30%,51.10%,4.51,4.47,0
909,Michael Giacone,,0,0,0,1,0,1,8.21,4.01,1.14,0.293,73.40%,41.10%,4.2,4.43,0
910,Ben Leeper,,0,0,0,1,0,1,8.4,3.71,1.24,0.294,72.40%,38.60%,4.37,4.43,0
911,Drew Steckenrider,ATH,0,0,0,1,0,1,7.66,3.34,1.32,0.293,71.80%,38.60%,4.49,4.56,0
912,Cam Vieaux,,0,0,0,1,0,1,7.8,3.68,1.15,0.294,73.10%,42.20%,4.2,4.43,0
913,Kendall Graveman,,0,0,0,1,0,1,7.93,4.18,1.08,0.3,72.20%,45.10%,4.36,4.46,0
914,Zac Houston,,0,0,0,1,0,1,8.89,4.19,1.16,0.292,72.60%,39.70%,4.3,4.43,0
915,CD Pelham,ATH,0,0,0,1,0,1,8.06,4.14,1.19,0.296,72.80%,41.50%,4.38,4.57,0
916,Brad Hand,,0,0,0,1,0,1,8.37,3.87,1.18,0.294,72.60%,39.10%,4.3,4.43,0
917,Derrick Edington,TBR,0,0,0,1,0,1,7.58,3.79,1.15,0.296,72.00%,44.10%,4.38,4.51,0
918,Pablo López,MIN,0,0,0,0,0,1,8.98,2.33,1.12,0.301,72.70%,42.10%,3.8,3.67,0
919,Alex Cobb,,0,0,0,0,0,1,7.87,2.75,0.89,0.308,72.50%,52.70%,3.75,3.69,0
920,Reese Olson,DET,0,0,0,0,0,1,8.32,3.02,1.03,0.299,72.30%,44.90%,3.95,3.91,0
921,Brandon Walter,HOU,0,0,0,0,0,1,7.69,2.19,1.16,0.297,72.40%,46.60%,3.91,3.98,0
922,Tylor Megill,NYM,0,0,0,0,0,1,9.23,3.56,1.12,0.289,74.00%,42.20%,3.85,4.03,0
923,Tanner Houck,BOS,0,0,0,0,0,1,7.29,2.88,1,0.312,70.00%,51.30%,4.33,4.11,0
924,Clayton Kershaw,,0,0,0,0,0,1,7.3,2.78,1.1,0.298,72.70%,45.60%,4.02,4.13,0
925,Kyle Wright,CHC,0,0,0,0,0,1,7.56,3.08,1.08,0.301,71.60%,48.90%,4.15,4.19,0
926,Yu Darvish,SDP,0,0,0,0,0,1,8.47,2.47,1.38,0.29,71.70%,37.80%,4.25,4.22,0
927,Nick Margevicius,SFG,0,0,0,0,0,1,6.61,2.28,1.18,0.297,71.50%,43.50%,4.18,4.23,0
928,Jon Duplantier,,0,0,0,0,0,1,8.55,3.39,1.2,0.298,72.20%,42.50%,4.23,4.23,0
929,Travis Sykora,WSN,0,0,0,0,0,1,8.5,3.52,1.19,0.292,72.50%,41.60%,4.18,4.25,0
930,Yordanny Monegro,BOS,0,0,0,0,0,1,7.87,3.39,1.12,0.305,70.80%,46.20%,4.4,4.26,0
931,Rob Kaminsky,,0,0,0,0,0,1,6.15,2.92,0.99,0.302,72.10%,50.10%,4.1,4.29,0
932,Matt Dermody,,0,0,0,0,0,1,7.01,2.65,1.18,0.306,70.80%,46.30%,4.38,4.3,0
933,Jonathan Santucci,NYM,0,0,0,0,0,1,7.83,3.45,1.14,0.291,73.50%,44.20%,4.04,4.31,0
934,Nick Kingham,,0,0,0,0,0,1,7.25,2.8,1.21,0.303,70.90%,45.10%,4.41,4.33,0
935,Charlie Morton,,0,0,0,0,0,1,8.93,3.88,1.17,0.3,72.40%,43.70%,4.28,4.34,0
936,Jarlin Susana,WSN,0,0,0,0,0,1,8.34,4.47,0.98,0.297,72.60%,48.40%,4.16,4.34,0
937,Kyle Gibson,,0,0,0,0,0,1,7.46,3.07,1.21,0.301,71.80%,45.30%,4.34,4.36,0
938,Josh Hartle,CLE,0,0,0,0,0,1,6.53,3.42,0.97,0.304,71.80%,52.70%,4.2,4.37,0
939,Luis Garcia,NYY,0,0,0,0,0,1,8.25,2.75,1.42,0.288,72.10%,35.00%,4.36,4.37,0
940,Hayden Birdsong,SFG,0,0,0,0,0,1,9.08,4.27,1.18,0.292,72.60%,38.60%,4.31,4.4,0
941,Zach Thornton,NYM,0,0,0,0,0,1,6.9,2.72,1.22,0.289,72.80%,43.90%,4.1,4.4,0
942,Julio Urías,LAD,0,0,0,0,0,1,8.35,2.45,1.52,0.288,73.20%,35.90%,4.29,4.41,0
943,David Davalillo,TEX,0,0,0,0,0,1,7.12,2.99,1.2,0.299,71.20%,46.20%,4.38,4.42,0
944,Tekoah Roby,STL,0,0,0,0,0,1,6.98,2.76,1.25,0.294,71.40%,42.70%,4.35,4.42,0
945,Jack Wenninger,NYM,0,0,0,0,0,1,7.33,3.22,1.19,0.293,72.00%,44.90%,4.27,4.42,0
946,Eric Jokisch,,0,0,0,0,0,1,5.63,2.95,1,0.309,71.00%,52.80%,4.36,4.42,0
947,Luis Ortiz,CLE,0,0,0,0,0,1,8.22,3.71,1.23,0.3,71.60%,43.50%,4.47,4.43,0
948,Tyson Hardin,MIL,0,0,0,0,0,1,6.85,2.59,1.28,0.297,71.00%,45.30%,4.4,4.44,0
949,Reid VanScoter,SEA,0,0,0,0,0,1,5.93,2.89,1.07,0.293,72.40%,49.70%,4.11,4.44,0
950,TJ Nichols,TBR,0,0,0,0,0,1,7.23,2.8,1.29,0.295,71.00%,42.70%,4.43,4.45,0
951,Frankie Montas,,0,0,0,0,0,1,7.74,3.28,1.28,0.297,71.70%,42.40%,4.45,4.48,0
952,Daniel Eagen,ARI,0,0,0,0,0,1,7.78,3.78,1.18,0.3,70.80%,41.90%,4.58,4.48,0
953,Hyun Jin Ryu,,0,0,0,0,0,1,5.9,2.4,1.22,0.304,70.80%,46.90%,4.46,4.48,0
954,Lance Lynn,,0,0,0,0,0,1,8.17,2.94,1.42,0.292,71.50%,37.90%,4.5,4.48,0
955,Robert Colina,,0,0,0,0,0,1,7.38,3.07,1.28,0.297,71.20%,42.10%,4.48,4.49,0
956,Lucas Braun,ATL,0,0,0,0,0,1,7.04,2.85,1.29,0.3,70.80%,43.80%,4.53,4.5,0
957,Tony Gonsolin,,0,0,0,0,0,1,8.06,3.23,1.35,0.293,71.30%,38.40%,4.53,4.52,0
958,Luis F. Castillo,,0,0,0,0,0,1,6.23,2.6,1.24,0.305,70.00%,46.50%,4.6,4.52,0
959,Drew Rom,MIL,0,0,0,0,0,1,7.74,3.47,1.25,0.295,72.20%,42.20%,4.37,4.52,0
960,Nico Tellache,SEA,0,0,0,0,0,1,6.49,2.88,1.21,0.289,72.40%,44.50%,4.21,4.52,0
961,Alec Marsh,KCR,0,0,0,0,0,1,8.27,3.29,1.36,0.299,70.80%,39.00%,4.63,4.53,0
962,Nestor Cortes,,0,0,0,0,0,1,8.06,2.87,1.47,0.286,72.60%,32.50%,4.42,4.53,0
963,Ben Hess,NYY,0,0,0,0,0,1,8.26,3.63,1.32,0.285,73.10%,41.00%,4.3,4.54,0
964,Alex Cornwell,STL,0,0,0,0,0,1,5.5,3.37,0.96,0.302,71.80%,51.90%,4.27,4.54,0
965,John Michael Bertrand,SFG,0,0,0,0,0,1,5.16,2.99,1.02,0.305,70.60%,51.70%,4.47,4.56,0
966,Ariel Jurado,,0,0,0,0,0,1,5.54,2.39,1.21,0.308,69.40%,49.00%,4.68,4.56,0
967,Joander Suarez,NYM,0,0,0,0,0,1,6.89,2.72,1.34,0.287,71.80%,41.50%,4.36,4.56,0
968,Dallas Keuchel,,0,0,0,0,0,1,5.54,3.22,1.03,0.308,71.00%,52.90%,4.48,4.57,0
